date,category,channel,ad_platform,campaign_name,ad_name,target_customer,audience_targeting,price,promotion_discount,distribution_index,holiday_flag,holiday_name,revenue,sales_volume,market_share,spend,impressions,clicks,add_to_carts,orders
2024-04-11,Home Décor,Email,Klaviyo,Spring Home D 2024,Klaviyo - Home D Ad,Professional Designer,Keywords,406.8,0.07,0.95,0,,32535.86,86,0.21,2794.86,419187,17326,3566,1777
2024-04-11,Bedding & Bath,Referring Domain,FoodNetwork.ca,Summer Beddin 2024,FoodNetwork.ca - Beddin Ad,Professional Designer,Retargeting,347.3,0.2,0.81,0,,22505.04,81,0.16,948.59,435846,20189,5876,2524
2024-04-12,Cookware & Bakeware,Direct,Direct Site,Promo Cookwa 2024,Direct Site - Cookwa Ad,Professional Designer,Interests,135.4,0.21,0.93,0,,9413.01,88,0.14,711.71,727347,35408,8283,4299
2024-04-12,Cookware & Bakeware,eFlyers,Flipp,Promo Cookwa 2024,Flipp - Cookwa Ad,Home Enthusiast,Keywords,360.07,0.23,0.75,0,,22734.82,82,0.14,2965.33,697398,10867,1552,636
2024-04-12,Kitchen Appliances,Partnership/Affiliate,Rakuten,Spring Kitche 2024,Rakuten - Kitche Ad,Home Enthusiast,Retargeting,41.64,0.04,0.9,0,,3157.98,79,0.06,2429.42,663264,13517,3648,2117
2024-04-12,Kitchen Appliances,Partnership/Affiliate,Rakuten,Summer Kitche 2024,Rakuten - Kitche Ad,Professional Designer,Retargeting,451.9,0.22,0.73,0,,26083.67,74,0.14,165.0,881903,27780,6255,3708
2024-04-12,Tabletop & Dining,Partnership/Affiliate,Rakuten,Spring Tablet 2024,Rakuten - Tablet Ad,DIY Decorator,Retargeting,448.67,0.08,0.74,0,,29719.9,72,0.2,1408.74,927932,42070,8598,4707
2024-04-12,Tabletop & Dining,Display,BlogTO,Promo Tablet 2024,BlogTO - Tablet Ad,DIY Decorator,Interests,227.27,0.0,0.75,0,,14318.01,63,0.21,852.55,54096,1447,237,126
2024-04-12,Tabletop & Dining,SEM,Google,Promo Tablet 2024,Google - Tablet Ad,DIY Decorator,Keywords,160.28,0.1,0.93,0,,13559.69,94,0.18,2809.03,540715,24678,5796,3002
2024-04-12,Storage & Organization,eFlyers,RetailMeNot,Summer Storag 2024,RetailMeNot - Storag Ad,Professional Designer,Retargeting,295.62,0.25,0.98,0,,20397.78,92,0.15,1942.63,285110,3343,571,309
2024-04-12,Home Décor,SEO,Bing,Spring Home D 2024,Bing - Home D Ad,Professional Designer,Retargeting,36.35,0.22,0.89,0,,2296.59,81,0.09,923.94,942178,39891,8402,3737
2024-04-12,Home Décor,TV,Rogers,Spring Home D 2024,Rogers - Home D Ad,Professional Designer,Retargeting,103.14,0.16,0.97,0,,7624.11,88,0.24,2135.83,301788,13098,2295,1168
2024-04-12,Bedding & Bath,Direct,Direct Site,Spring Beddin 2024,Direct Site - Beddin Ad,Professional Designer,Retargeting,263.17,0.04,0.83,0,,22737.89,90,0.08,1080.25,409682,6429,1904,897
2024-04-12,Bedding & Bath,Display,BlogTO,Promo Beddin 2024,BlogTO - Beddin Ad,Professional Designer,Broad,15.17,0.24,0.99,0,,1118.33,97,0.21,871.16,424567,13292,2663,1392
2024-04-12,Bedding & Bath,TV,Bell Media,Refresh Beddin 2024,Bell Media - Beddin Ad,Professional Designer,Retargeting,88.4,0.25,0.86,0,,5370.3,81,0.17,297.63,28126,982,110,50
2024-04-13,Cookware & Bakeware,SEO,Google,Refresh Cookwa 2024,Google - Cookwa Ad,DIY Decorator,Broad,499.31,0.22,0.91,0,,39335.64,101,0.07,718.7,759675,19983,1999,874
2024-04-13,Kitchen Appliances,Social,Meta,Refresh Kitche 2024,Meta - Kitche Ad,DIY Decorator,Keywords,209.3,0.19,0.91,0,,14749.37,87,0.23,1144.92,296941,11883,2366,1070
2024-04-13,Tabletop & Dining,SEO,Bing,Refresh Tablet 2024,Bing - Tablet Ad,DIY Decorator,Keywords,438.43,0.17,0.78,0,,30931.24,85,0.21,1307.53,891180,11163,2803,1392
2024-04-13,Tabletop & Dining,SEO,Google,Refresh Tablet 2024,Google - Tablet Ad,DIY Decorator,Keywords,280.15,0.24,0.92,0,,20013.92,94,0.22,1439.0,582925,9220,1422,694
2024-04-13,Tabletop & Dining,TV,Bell Media,Summer Tablet 2024,Bell Media - Tablet Ad,Professional Designer,Broad,460.77,0.16,0.98,0,,31350.79,81,0.16,1887.76,569557,19761,5592,3018
2024-04-13,Storage & Organization,TV,Rogers,Refresh Storag 2024,Rogers - Storag Ad,DIY Decorator,Retargeting,290.1,0.17,0.96,0,,24559.87,102,0.12,1806.22,333786,14066,1545,656
2024-04-13,Storage & Organization,SEM,Google,Spring Storag 2024,Google - Storag Ad,DIY Decorator,Retargeting,497.42,0.06,0.98,0,,50030.5,107,0.23,229.02,123896,1587,183,98
2024-04-13,Storage & Organization,Social,Pinterest,Promo Storag 2024,Pinterest - Storag Ad,Home Enthusiast,Retargeting,167.48,0.1,0.91,0,,17032.72,113,0.08,1592.54,277530,6412,1409,670
2024-04-13,Home Décor,Social,Pinterest,Refresh Home D 2024,Pinterest - Home D Ad,Home Enthusiast,Interests,272.22,0.15,0.75,0,,15965.7,69,0.11,1191.37,398262,14853,2299,1334
2024-04-13,Bedding & Bath,eFlyers,RetailMeNot,Promo Beddin 2024,RetailMeNot - Beddin Ad,Professional Designer,Retargeting,39.25,0.2,0.78,0,,2260.8,72,0.05,2392.46,330836,7473,2040,1015
2024-04-13,Bedding & Bath,Radio,Rogers,Spring Beddin 2024,Rogers - Beddin Ad,DIY Decorator,Retargeting,394.52,0.08,0.8,0,,31577.38,87,0.09,2365.65,849381,29171,5397,2420
2024-04-13,Bedding & Bath,Email,Salesforce,Promo Beddin 2024,Salesforce - Beddin Ad,Professional Designer,Broad,429.33,0.05,0.83,0,,33852.67,83,0.19,257.16,420750,14854,3278,1538
2024-04-14,Cookware & Bakeware,Social,TikTok,Promo Cookwa 2024,TikTok - Cookwa Ad,Home Enthusiast,Broad,72.43,0.04,0.75,0,,5006.36,72,0.2,1410.59,929166,27070,6262,2893
2024-04-14,Kitchen Appliances,Email,Klaviyo,Promo Kitche 2024,Klaviyo - Kitche Ad,Home Enthusiast,Keywords,53.35,0.07,1.0,0,,5507.32,111,0.07,2741.08,898163,27065,7884,3994
2024-04-14,Tabletop & Dining,Referring Domain,Design*Sponge,Spring Tablet 2024,Design*Sponge - Tablet Ad,Home Enthusiast,Keywords,67.55,0.15,0.99,0,,6028.84,105,0.15,1534.15,590975,8932,2455,1066
2024-04-14,Tabletop & Dining,eFlyers,RetailMeNot,Promo Tablet 2024,RetailMeNot - Tablet Ad,Home Enthusiast,Interests,231.37,0.25,0.82,0,,17005.69,98,0.1,575.92,856432,23123,2993,1263
2024-04-14,Tabletop & Dining,SEM,Google,Summer Tablet 2024,Google - Tablet Ad,DIY Decorator,Interests,125.97,0.19,0.84,0,,9183.21,90,0.1,1102.59,622340,24383,6663,3374
2024-04-14,Storage & Organization,Partnership/Affiliate,Honey,Summer Storag 2024,Honey - Storag Ad,Professional Designer,Interests,474.77,0.04,0.74,0,,30992.99,68,0.18,2114.68,248857,7500,2067,976
2024-04-14,Storage & Organization,Direct,Direct Site,Spring Storag 2024,Direct Site - Storag Ad,DIY Decorator,Retargeting,138.42,0.16,0.79,0,,8139.1,70,0.14,2245.33,917125,16391,4524,1910
2024-04-14,Home Décor,SEM,Bing,Refresh Home D 2024,Bing - Home D Ad,DIY Decorator,Retargeting,345.85,0.16,0.94,0,,30794.48,106,0.07,1371.33,816129,21158,2988,1592
2024-04-14,Bedding & Bath,Referring Domain,FoodNetwork.ca,Promo Beddin 2024,FoodNetwork.ca - Beddin Ad,Home Enthusiast,Keywords,107.94,0.21,0.86,0,,7845.08,92,0.19,2476.98,946347,27433,6661,3537
2024-04-14,Bedding & Bath,Social,Pinterest,Promo Beddin 2024,Pinterest - Beddin Ad,Home Enthusiast,Keywords,138.64,0.18,0.76,0,,10800.06,95,0.13,2983.56,245694,5650,1181,668
2024-04-14,Bedding & Bath,Direct,Direct Site,Refresh Beddin 2024,Direct Site - Beddin Ad,Home Enthusiast,Interests,20.73,0.21,0.96,0,,1506.66,92,0.21,2246.89,544704,6953,1908,931
2024-04-15,Cookware & Bakeware,Direct,Direct Site,Promo Cookwa 2024,Direct Site - Cookwa Ad,Professional Designer,Broad,150.24,0.06,0.9,0,,13981.33,99,0.12,859.47,61085,2628,373,189
2024-04-15,Cookware & Bakeware,Email,Klaviyo,Promo Cookwa 2024,Klaviyo - Cookwa Ad,DIY Decorator,Broad,233.41,0.2,0.73,0,,13070.96,70,0.18,1987.64,959569,40319,9430,4226
2024-04-15,Cookware & Bakeware,eFlyers,Flipp,Summer Cookwa 2024,Flipp - Cookwa Ad,DIY Decorator,Retargeting,480.77,0.13,0.78,0,,36807.75,88,0.16,1219.39,657317,21504,3980,2058
2024-04-15,Kitchen Appliances,SEM,Google,Refresh Kitche 2024,Google - Kitche Ad,Professional Designer,Retargeting,295.71,0.03,0.84,0,,23520.77,82,0.1,1403.3,149210,3006,440,247
2024-04-15,Kitchen Appliances,eFlyers,RetailMeNot,Refresh Kitche 2024,RetailMeNot - Kitche Ad,Home Enthusiast,Interests,79.12,0.05,0.87,0,,6990.25,93,0.1,1403.64,551794,10715,2288,962
2024-04-15,Kitchen Appliances,SEO,Bing,Spring Kitche 2024,Bing - Kitche Ad,Professional Designer,Broad,472.7,0.14,1.0,0,,41058.72,101,0.15,1592.58,56774,2183,461,203
2024-04-15,Tabletop & Dining,SEO,Google,Spring Tablet 2024,Google - Tablet Ad,Home Enthusiast,Broad,126.56,0.22,0.7,0,,5133.27,52,0.19,1219.23,460051,11582,1263,512
2024-04-15,Storage & Organization,eFlyers,RetailMeNot,Promo Storag 2024,RetailMeNot - Storag Ad,Home Enthusiast,Keywords,280.65,0.2,0.76,0,,18410.64,82,0.13,369.53,69709,3254,478,244
2024-04-15,Storage & Organization,Email,Klaviyo,Spring Storag 2024,Klaviyo - Storag Ad,DIY Decorator,Keywords,396.29,0.07,0.93,0,,30589.63,83,0.2,1695.96,149968,2669,432,247
2024-04-15,Storage & Organization,eFlyers,RetailMeNot,Spring Storag 2024,RetailMeNot - Storag Ad,Home Enthusiast,Keywords,111.3,0.19,0.71,0,,6491.02,72,0.22,1272.41,196238,1989,524,238
2024-04-15,Home Décor,eFlyers,RetailMeNot,Promo Home D 2024,RetailMeNot - Home D Ad,Home Enthusiast,Interests,24.48,0.17,0.83,0,,1442.61,71,0.24,2038.48,447584,9285,1065,618
2024-04-15,Home Décor,TV,Rogers,Refresh Home D 2024,Rogers - Home D Ad,Home Enthusiast,Keywords,356.48,0.22,0.98,0,,23912.68,86,0.25,104.6,473735,15001,1801,941
2024-04-15,Bedding & Bath,Direct,Direct Site,Spring Beddin 2024,Direct Site - Beddin Ad,DIY Decorator,Keywords,193.13,0.14,0.76,0,,11626.43,70,0.13,686.68,585870,9158,1894,972
2024-04-15,Bedding & Bath,eFlyers,RetailMeNot,Summer Beddin 2024,RetailMeNot - Beddin Ad,Professional Designer,Retargeting,395.68,0.13,0.86,0,,31325.99,91,0.16,1608.11,671138,21899,4259,2551
2024-04-15,Bedding & Bath,Referring Domain,Design*Sponge,Spring Beddin 2024,Design*Sponge - Beddin Ad,Professional Designer,Keywords,194.93,0.15,0.75,0,,11266.95,68,0.14,324.85,481547,22089,2312,1199
2024-04-16,Cookware & Bakeware,Social,Pinterest,Summer Cookwa 2024,Pinterest - Cookwa Ad,Professional Designer,Interests,235.46,0.24,0.86,0,,15747.56,88,0.16,2630.78,403606,4273,1262,644
2024-04-16,Kitchen Appliances,eFlyers,RetailMeNot,Summer Kitche 2024,RetailMeNot - Kitche Ad,Home Enthusiast,Retargeting,190.19,0.13,0.99,0,,19028.51,115,0.07,1511.31,309912,11851,2775,1186
2024-04-16,Tabletop & Dining,TV,Bell Media,Spring Tablet 2024,Bell Media - Tablet Ad,Home Enthusiast,Broad,150.96,0.15,0.88,0,,11933.39,93,0.24,1363.65,190625,3146,694,343
2024-04-16,Tabletop & Dining,Partnership/Affiliate,Rakuten,Promo Tablet 2024,Rakuten - Tablet Ad,Home Enthusiast,Interests,364.69,0.09,0.97,0,,32523.05,98,0.07,1705.3,719096,15637,3083,1748
2024-04-16,Storage & Organization,TV,Bell Media,Spring Storag 2024,Bell Media - Storag Ad,DIY Decorator,Broad,76.27,0.22,0.85,0,,4759.25,80,0.05,1766.12,988665,38926,4385,2104
2024-04-16,Storage & Organization,Email,Salesforce,Refresh Storag 2024,Salesforce - Storag Ad,Home Enthusiast,Retargeting,98.26,0.21,0.78,0,,6287.66,81,0.22,2976.45,532537,8796,1864,867
2024-04-16,Home Décor,Direct,Direct Site,Spring Home D 2024,Direct Site - Home D Ad,Home Enthusiast,Retargeting,267.28,0.24,0.95,0,,20719.55,102,0.09,2097.66,756909,21272,2510,1502
2024-04-16,Home Décor,SEO,Bing,Refresh Home D 2024,Bing - Home D Ad,Home Enthusiast,Retargeting,46.97,0.2,0.98,0,,2968.5,79,0.18,2283.87,66867,913,196,116
2024-04-16,Home Décor,eFlyers,Flipp,Promo Home D 2024,Flipp - Home D Ad,Home Enthusiast,Keywords,167.77,0.11,0.92,0,,12841.12,86,0.06,1151.91,998005,42592,11022,4526
2024-04-16,Bedding & Bath,SEM,Google,Spring Beddin 2024,Google - Beddin Ad,Home Enthusiast,Retargeting,49.38,0.11,0.79,0,,3691.65,84,0.05,2875.25,273881,12664,3368,1787
2024-04-16,Bedding & Bath,Partnership/Affiliate,Honey,Refresh Beddin 2024,Honey - Beddin Ad,DIY Decorator,Interests,125.1,0.16,0.94,0,,7776.22,74,0.15,1298.29,587308,19336,5279,2546
2024-04-16,Bedding & Bath,SEM,Bing,Refresh Beddin 2024,Bing - Beddin Ad,Professional Designer,Keywords,215.51,0.18,0.99,0,,21206.18,120,0.21,1592.54,153112,7517,1055,487
2024-04-17,Cookware & Bakeware,SEO,Google,Spring Cookwa 2024,Google - Cookwa Ad,Home Enthusiast,Interests,176.16,0.04,0.93,0,,16573.13,98,0.18,1269.52,722857,12524,2425,1113
2024-04-17,Cookware & Bakeware,Email,Salesforce,Refresh Cookwa 2024,Salesforce - Cookwa Ad,DIY Decorator,Broad,178.64,0.23,0.83,0,,10178.91,74,0.06,2599.93,577176,15824,3941,1929
2024-04-17,Cookware & Bakeware,eFlyers,Flipp,Refresh Cookwa 2024,Flipp - Cookwa Ad,Professional Designer,Broad,280.37,0.24,0.8,0,,18538.06,87,0.1,2771.3,841547,38972,11450,5262
2024-04-17,Kitchen Appliances,Partnership/Affiliate,Rakuten,Refresh Kitche 2024,Rakuten - Kitche Ad,Professional Designer,Keywords,231.08,0.11,0.78,0,,14807.61,72,0.06,1144.31,654985,15341,1779,1053
2024-04-17,Tabletop & Dining,Display,BlogTO,Summer Tablet 2024,BlogTO - Tablet Ad,DIY Decorator,Keywords,303.12,0.14,0.8,0,,20333.29,78,0.2,410.71,522351,18364,2973,1205
2024-04-17,Storage & Organization,SEO,Google,Spring Storag 2024,Google - Storag Ad,Home Enthusiast,Keywords,239.41,0.13,0.82,0,,13538.64,65,0.17,2091.37,154237,3569,567,333
2024-04-17,Storage & Organization,Referring Domain,Design*Sponge,Spring Storag 2024,Design*Sponge - Storag Ad,DIY Decorator,Broad,96.57,0.01,0.92,0,,7457.14,78,0.12,778.04,862287,40352,6198,3645
2024-04-17,Storage & Organization,Referring Domain,FoodNetwork.ca,Spring Storag 2024,FoodNetwork.ca - Storag Ad,Home Enthusiast,Broad,103.39,0.23,0.94,0,,8040.64,101,0.23,1136.3,67412,702,190,104
2024-04-17,Home Décor,Social,Pinterest,Refresh Home D 2024,Pinterest - Home D Ad,Home Enthusiast,Interests,119.08,0.18,0.75,0,,7128.13,73,0.23,2903.18,691477,25899,5636,2750
2024-04-17,Home Décor,eFlyers,RetailMeNot,Spring Home D 2024,RetailMeNot - Home D Ad,Professional Designer,Interests,36.26,0.21,0.73,0,,2005.18,70,0.14,654.66,140408,4008,842,493
2024-04-17,Home Décor,eFlyers,RetailMeNot,Spring Home D 2024,RetailMeNot - Home D Ad,Home Enthusiast,Keywords,38.35,0.25,0.79,0,,2042.14,71,0.19,727.07,323832,13249,1357,730
2024-04-17,Bedding & Bath,SEO,Google,Refresh Beddin 2024,Google - Beddin Ad,Professional Designer,Broad,469.78,0.22,0.83,0,,27848.56,76,0.15,2126.32,802250,17142,1961,902
2024-04-17,Bedding & Bath,eFlyers,Flipp,Summer Beddin 2024,Flipp - Beddin Ad,DIY Decorator,Interests,442.04,0.15,0.75,0,,29307.25,78,0.16,1103.71,791476,15627,2730,1401
2024-04-17,Bedding & Bath,SEM,Google,Refresh Beddin 2024,Google - Beddin Ad,Professional Designer,Keywords,31.13,0.1,0.85,0,,1933.17,69,0.24,137.84,25155,651,120,69
2024-04-18,Cookware & Bakeware,Social,Pinterest,Promo Cookwa 2024,Pinterest - Cookwa Ad,DIY Decorator,Retargeting,246.59,0.01,0.91,0,,20750.55,85,0.1,1489.05,285028,10767,1346,777
2024-04-18,Cookware & Bakeware,Display,BlogTO,Summer Cookwa 2024,BlogTO - Cookwa Ad,DIY Decorator,Interests,163.78,0.17,1.0,0,,14001.55,103,0.22,159.48,416702,12347,2165,1233
2024-04-18,Cookware & Bakeware,SEM,Bing,Refresh Cookwa 2024,Bing - Cookwa Ad,Home Enthusiast,Broad,92.93,0.09,0.7,0,,6257.91,74,0.15,2957.57,333312,6734,1883,822
2024-04-18,Kitchen Appliances,Radio,Rogers,Summer Kitche 2024,Rogers - Kitche Ad,DIY Decorator,Keywords,319.45,0.17,0.87,0,,21211.48,80,0.21,734.62,237073,5288,1434,593
2024-04-18,Tabletop & Dining,Social,TikTok,Spring Tablet 2024,TikTok - Tablet Ad,DIY Decorator,Retargeting,421.88,0.01,0.77,0,,34248.22,82,0.18,2881.32,587783,27355,5528,2479
2024-04-18,Tabletop & Dining,SEM,Google,Spring Tablet 2024,Google - Tablet Ad,Professional Designer,Retargeting,230.37,0.2,0.88,0,,15296.57,83,0.05,2699.52,355760,17185,4892,2403
2024-04-18,Tabletop & Dining,eFlyers,RetailMeNot,Refresh Tablet 2024,RetailMeNot - Tablet Ad,DIY Decorator,Broad,57.55,0.15,0.88,0,,4451.49,91,0.13,585.71,53681,1032,277,134
2024-04-18,Storage & Organization,Social,TikTok,Summer Storag 2024,TikTok - Storag Ad,Professional Designer,Interests,186.56,0.05,0.78,0,,17191.5,97,0.25,2680.79,733658,24822,2487,1216
2024-04-18,Home Décor,Email,Klaviyo,Summer Home D 2024,Klaviyo - Home D Ad,DIY Decorator,Keywords,102.75,0.11,0.99,0,,9693.43,106,0.07,2406.26,765801,27882,3164,1839
2024-04-18,Bedding & Bath,SEO,Bing,Spring Beddin 2024,Bing - Beddin Ad,DIY Decorator,Interests,289.29,0.11,0.93,0,,21627.32,84,0.15,713.16,394470,9188,1930,1053
2024-04-18,Bedding & Bath,Email,Salesforce,Promo Beddin 2024,Salesforce - Beddin Ad,Home Enthusiast,Keywords,200.13,0.13,0.91,0,,16888.97,97,0.2,2342.07,966720,18805,3892,2185
2024-04-18,Bedding & Bath,eFlyers,Flipp,Spring Beddin 2024,Flipp - Beddin Ad,DIY Decorator,Retargeting,310.2,0.04,0.97,0,,27992.45,94,0.15,599.9,538792,11338,3313,1531
2024-04-19,Cookware & Bakeware,Referring Domain,FoodNetwork.ca,Summer Cookwa 2024,FoodNetwork.ca - Cookwa Ad,Home Enthusiast,Retargeting,93.82,0.01,0.87,0,,8266.48,89,0.17,1656.3,660645,31093,9199,3928
2024-04-19,Kitchen Appliances,Social,Meta,Spring Kitche 2024,Meta - Kitche Ad,Professional Designer,Interests,251.33,0.07,0.76,0,,17530.27,75,0.08,2272.99,555398,22166,2509,1492
2024-04-19,Tabletop & Dining,eFlyers,Flipp,Spring Tablet 2024,Flipp - Tablet Ad,DIY Decorator,Broad,371.82,0.18,0.74,0,,21647.36,71,0.18,2938.16,295453,14029,3355,1488
2024-04-19,Tabletop & Dining,SEM,Google,Promo Tablet 2024,Google - Tablet Ad,Professional Designer,Interests,427.49,0.03,0.96,0,,35661.22,86,0.1,2181.77,48441,2225,560,280
2024-04-19,Storage & Organization,Email,Klaviyo,Promo Storag 2024,Klaviyo - Storag Ad,Professional Designer,Retargeting,110.57,0.17,0.95,0,,7250.07,79,0.12,2399.84,247020,11707,2200,1082
2024-04-19,Storage & Organization,TV,Bell Media,Summer Storag 2024,Bell Media - Storag Ad,Home Enthusiast,Keywords,346.64,0.16,1.0,0,,34067.78,117,0.07,2079.65,857444,32095,7974,3938
2024-04-19,Home Décor,eFlyers,Flipp,Summer Home D 2024,Flipp - Home D Ad,DIY Decorator,Broad,72.88,0.2,0.78,0,,4139.58,71,0.22,2251.43,866067,18218,4081,1952
2024-04-19,Home Décor,SEM,Google,Summer Home D 2024,Google - Home D Ad,Home Enthusiast,Retargeting,251.12,0.13,0.81,0,,19007.27,87,0.16,1168.87,887102,23692,6964,3333
2024-04-19,Bedding & Bath,TV,Bell Media,Promo Beddin 2024,Bell Media - Beddin Ad,Home Enthusiast,Keywords,291.61,0.2,0.81,0,,19362.9,83,0.06,1785.52,821634,33294,5025,2669
2024-04-20,Cookware & Bakeware,TV,Rogers,Summer Cookwa 2024,Rogers - Cookwa Ad,DIY Decorator,Interests,308.26,0.05,0.77,0,,23720.61,81,0.13,124.75,683662,23368,3118,1365
2024-04-20,Cookware & Bakeware,SEM,Bing,Summer Cookwa 2024,Bing - Cookwa Ad,Professional Designer,Keywords,57.9,0.24,0.78,0,,3696.34,84,0.21,2029.85,969307,41825,7056,3746
2024-04-20,Kitchen Appliances,Email,Salesforce,Summer Kitche 2024,Salesforce - Kitche Ad,Home Enthusiast,Keywords,273.89,0.12,1.0,0,,21692.09,90,0.24,1891.33,780846,27260,4948,2612
2024-04-20,Kitchen Appliances,Direct,Direct Site,Promo Kitche 2024,Direct Site - Kitche Ad,Professional Designer,Broad,112.49,0.08,0.77,0,,8589.74,83,0.08,2900.51,300418,14386,4241,1854
2024-04-20,Kitchen Appliances,Email,Klaviyo,Refresh Kitche 2024,Klaviyo - Kitche Ad,DIY Decorator,Broad,124.08,0.07,0.76,0,,7962.21,69,0.21,2445.86,257586,3374,814,385
2024-04-20,Tabletop & Dining,Partnership/Affiliate,Honey,Promo Tablet 2024,Honey - Tablet Ad,Home Enthusiast,Interests,490.37,0.07,0.96,0,,40587.92,89,0.21,1232.17,728338,23706,3643,1698
2024-04-20,Tabletop & Dining,Radio,Rogers,Refresh Tablet 2024,Rogers - Tablet Ad,DIY Decorator,Interests,474.29,0.09,0.77,0,,25896.23,60,0.12,1469.35,903887,18831,3339,1821
2024-04-20,Tabletop & Dining,Partnership/Affiliate,Honey,Spring Tablet 2024,Honey - Tablet Ad,Professional Designer,Broad,454.38,0.03,0.75,0,,35700.64,81,0.11,164.17,736634,34128,7321,4283
2024-04-20,Storage & Organization,Direct,Direct Site,Refresh Storag 2024,Direct Site - Storag Ad,Home Enthusiast,Retargeting,304.03,0.08,0.98,0,,28809.88,103,0.17,1251.52,890249,24808,3040,1776
2024-04-20,Storage & Organization,Social,Meta,Refresh Storag 2024,Meta - Storag Ad,Home Enthusiast,Broad,193.45,0.18,1.0,0,,17449.19,110,0.1,1215.94,983452,41841,4624,2467
2024-04-20,Storage & Organization,Direct,Direct Site,Summer Storag 2024,Direct Site - Storag Ad,Home Enthusiast,Retargeting,411.04,0.08,0.8,0,,36681.21,97,0.11,2183.34,63548,1786,325,172
2024-04-20,Home Décor,Display,YouTube,Spring Home D 2024,YouTube - Home D Ad,Home Enthusiast,Keywords,255.41,0.13,0.81,0,,15998.88,72,0.08,2802.57,88257,2182,457,191
2024-04-20,Home Décor,Partnership/Affiliate,Honey,Refresh Home D 2024,Honey - Home D Ad,Home Enthusiast,Broad,190.93,0.24,0.78,0,,12334.08,85,0.23,1355.54,954845,28854,5543,2513
2024-04-20,Bedding & Bath,Referring Domain,Design*Sponge,Spring Beddin 2024,Design*Sponge - Beddin Ad,Home Enthusiast,Retargeting,109.09,0.24,0.96,0,,8042.11,97,0.24,2062.45,730091,22750,5899,3392
2024-04-20,Bedding & Bath,SEM,Google,Promo Beddin 2024,Google - Beddin Ad,Professional Designer,Retargeting,79.05,0.11,0.9,0,,6050.49,86,0.13,665.44,8570,123,34,17
2024-04-20,Bedding & Bath,Social,TikTok,Refresh Beddin 2024,TikTok - Beddin Ad,Home Enthusiast,Retargeting,467.23,0.02,0.98,0,,45788.54,100,0.12,1982.32,695262,34320,3681,2150
2024-04-21,Cookware & Bakeware,Referring Domain,FoodNetwork.ca,Summer Cookwa 2024,FoodNetwork.ca - Cookwa Ad,Home Enthusiast,Interests,105.36,0.12,0.95,0,,8159.08,88,0.09,1333.73,638565,14077,4132,2224
2024-04-21,Cookware & Bakeware,SEO,Google,Promo Cookwa 2024,Google - Cookwa Ad,DIY Decorator,Keywords,254.77,0.04,0.71,0,,20300.07,83,0.07,1196.44,367663,8839,1156,641
2024-04-21,Kitchen Appliances,Social,TikTok,Summer Kitche 2024,TikTok - Kitche Ad,DIY Decorator,Retargeting,395.29,0.09,0.92,0,,36331.1,101,0.24,1121.52,941641,41801,9889,5754
2024-04-21,Tabletop & Dining,SEM,Google,Promo Tablet 2024,Google - Tablet Ad,Home Enthusiast,Broad,448.41,0.15,0.75,0,,29729.58,78,0.11,2573.31,729765,27541,7680,4349
2024-04-21,Storage & Organization,Display,YouTube,Summer Storag 2024,YouTube - Storag Ad,Professional Designer,Retargeting,57.25,0.09,0.71,0,,3959.41,76,0.13,2731.45,583003,28593,3119,1364
2024-04-21,Storage & Organization,eFlyers,RetailMeNot,Spring Storag 2024,RetailMeNot - Storag Ad,DIY Decorator,Broad,417.44,0.05,0.71,0,,27759.76,70,0.05,461.58,420682,5885,1347,795
2024-04-21,Home Décor,Display,BlogTO,Summer Home D 2024,BlogTO - Home D Ad,DIY Decorator,Keywords,482.37,0.12,0.94,0,,47966.87,113,0.18,2776.82,804061,16471,4478,2489
2024-04-21,Home Décor,Radio,Bell Media,Refresh Home D 2024,Bell Media - Home D Ad,Professional Designer,Interests,78.55,0.05,0.99,0,,8208.48,110,0.09,2103.47,165187,2587,342,185
2024-04-21,Home Décor,Social,TikTok,Spring Home D 2024,TikTok - Home D Ad,DIY Decorator,Interests,138.07,0.04,0.87,0,,11266.51,85,0.18,2247.64,166777,6453,1503,807
2024-04-21,Bedding & Bath,SEM,Bing,Promo Beddin 2024,Bing - Beddin Ad,Home Enthusiast,Retargeting,103.77,0.22,1.0,0,,7608.42,94,0.12,1177.61,56704,2608,387,224
2024-04-22,Cookware & Bakeware,Radio,Bell Media,Spring Cookwa 2024,Bell Media - Cookwa Ad,DIY Decorator,Keywords,272.81,0.07,0.91,0,,18013.64,71,0.15,403.17,252793,2591,605,269
2024-04-22,Cookware & Bakeware,Partnership/Affiliate,Honey,Spring Cookwa 2024,Honey - Cookwa Ad,DIY Decorator,Interests,87.02,0.22,0.72,0,,5905.18,87,0.2,606.09,698211,8583,2205,1174
2024-04-22,Cookware & Bakeware,Display,BlogTO,Promo Cookwa 2024,BlogTO - Cookwa Ad,DIY Decorator,Interests,202.27,0.08,0.78,0,,15817.51,85,0.15,1148.44,268640,8797,2285,1342
2024-04-22,Kitchen Appliances,SEO,Bing,Spring Kitche 2024,Bing - Kitche Ad,Professional Designer,Interests,49.93,0.14,0.98,0,,4379.86,102,0.12,1341.97,22728,745,174,89
2024-04-22,Kitchen Appliances,TV,Bell Media,Refresh Kitche 2024,Bell Media - Kitche Ad,Professional Designer,Retargeting,188.51,0.05,0.84,0,,13073.17,73,0.05,497.55,270940,4537,1339,714
